Time (sec),Rotation_X (deg),Height_Z (mm)
149.967,-0.330,-0.433
150.000,-0.299,-0.354
150.033,-0.262,-0.301
150.067,-0.262,-0.301
150.100,-0.235,-0.252
150.133,-0.215,-0.203
150.167,-0.189,-0.161
150.200,-0.158,-0.130
150.233,-0.138,-0.105
150.267,-0.120,-0.086
150.300,-0.104,-0.068
150.333,-0.104,-0.068
150.367,-0.104,-0.068
150.400,-0.104,-0.068
150.433,-0.104,-0.068
150.467,-0.104,-0.068
150.500,-0.104,-0.068
150.533,-0.093,-0.053
150.567,-0.081,-0.044
150.600,-0.081,-0.044
150.633,-0.075,-0.039
150.667,-0.073,-0.022
150.700,-0.073,-0.022
150.733,-0.064,-0.014
150.767,-0.060,-0.005
150.800,-0.060,-0.005
150.833,-0.060,-0.005
150.867,-0.056,-0.001
150.900,-0.056,-0.001
150.933,-0.046,-0.000
150.967,-0.038,0.002
151.000,-0.038,0.002
151.033,-0.038,0.002
151.067,-0.047,-0.002
151.100,-0.047,-0.002
151.133,-0.047,-0.002
151.167,-0.047,-0.002
151.200,-0.047,-0.002
151.233,-0.050,0.001
151.267,-0.050,0.001
151.300,-0.050,0.001
151.333,-0.049,-0.020
151.367,-0.049,-0.020
151.400,-0.049,-0.020
151.433,-0.049,-0.020
151.467,-0.049,-0.020
151.500,-0.054,-0.032
151.533,-0.054,-0.032
151.567,-0.054,-0.032
151.600,-0.054,-0.032
151.633,-0.054,-0.032
151.667,-0.054,-0.032
151.700,-0.054,-0.032
151.733,-0.054,-0.032
151.767,-0.051,-0.045
151.800,-0.051,-0.045
151.833,-0.051,-0.045
151.867,-0.057,-0.065
151.900,-0.065,-0.074
151.933,-0.065,-0.074
151.967,-0.069,-0.089
152.000,-0.076,-0.105
152.033,-0.076,-0.105
152.067,-0.076,-0.105
152.100,-0.076,-0.105
152.133,-0.076,-0.105
152.167,-0.076,-0.105
152.200,-0.076,1.893
152.233,-0.076,1.893
152.267,-0.076,1.893
152.300,-0.076,1.893
152.333,-0.080,1.673
152.367,-0.080,1.673
152.400,-0.092,1.478
152.433,-0.099,1.297
152.467,-0.099,1.297
152.500,-0.099,1.297
152.533,-0.098,1.132
152.567,-0.098,1.132
152.600,-0.098,1.132
152.633,-0.098,1.132
152.667,-0.098,1.132
152.700,-0.121,0.997
152.733,-0.121,0.997
152.767,-0.121,0.997
152.800,-0.116,0.855
152.833,-0.115,0.732
152.867,-0.115,0.732
152.900,-0.120,0.616
152.933,-0.125,0.513
152.967,-0.124,0.415
153.000,-0.123,0.331
153.033,-0.123,0.331
153.067,-0.124,0.255
153.100,-0.125,0.188
153.133,-0.130,0.128
153.167,-0.130,0.128
153.200,-0.131,0.069
153.233,-0.131,0.069
153.267,-0.133,0.021
153.300,-0.133,0.021
153.333,-0.133,-0.019
153.367,-0.133,-0.019
153.400,-0.133,1.932
153.433,-0.133,1.932
153.467,-0.128,1.696
153.500,-0.134,1.489
153.533,-0.139,1.306
153.567,-0.139,1.306
153.600,-0.140,1.133
153.633,-0.140,1.133
153.667,-0.140,1.133
153.700,-0.140,1.133
153.733,-0.140,1.133
153.767,-0.142,0.973
153.800,-0.142,0.973
153.833,-0.142,0.973
153.867,-0.142,0.973
153.900,-0.145,0.827
153.933,-0.145,0.827
153.967,-0.145,0.827
154.000,-0.146,0.694
154.033,-0.146,0.694
154.067,-0.144,0.569
154.100,-0.145,0.459
154.133,-0.145,2.351
154.167,-0.145,2.351
154.200,-0.145,2.351
154.233,-0.145,2.351
154.267,-0.145,2.351
154.300,-0.148,2.071
154.333,-0.144,1.815
154.367,-0.144,1.815
154.400,-0.144,1.815
154.433,-0.144,1.815
154.467,-0.145,1.585
154.500,-0.143,1.373
154.533,-0.143,1.373
154.567,-0.143,3.139
154.600,-0.143,2.776
154.633,-0.143,4.405
154.667,-0.143,4.405
154.700,-0.143,4.405
154.733,-0.140,3.912
154.767,-0.137,3.469
154.800,-0.136,3.076
154.833,-0.142,2.726
154.867,-0.148,2.408
154.900,-0.148,2.408
154.933,-0.148,2.408
154.967,-0.144,2.106
155.000,-0.144,2.106
155.033,-0.144,2.106
155.067,-0.144,3.772
155.100,-0.144,3.772
155.133,-0.144,3.772
155.167,-0.144,3.772
155.200,-0.144,3.772
155.233,-0.144,3.772
155.267,-0.144,3.772
155.300,-0.143,3.345
155.333,-0.143,3.345
155.367,-0.143,3.345
155.400,-0.143,3.345
155.433,-0.143,3.345
155.467,-0.206,3.012
155.500,-0.206,3.012
155.533,-0.205,2.651
155.567,-0.200,2.316
155.600,-0.197,2.010
155.633,-0.202,1.744
155.667,-0.215,1.513
155.700,-0.215,1.513
155.733,-0.213,1.289
155.767,-0.214,1.090
155.800,-0.214,1.090
155.833,-0.214,1.090
155.867,-0.220,0.914
155.900,-0.221,0.750
155.933,-0.219,0.601
155.967,-0.219,0.601
156.000,-0.219,2.401
156.033,-0.222,2.093
156.067,-0.219,1.815
156.100,-0.218,1.564
156.133,-0.218,1.564
156.167,-0.218,1.564
156.200,-0.218,1.564
156.233,-0.218,1.564
156.267,-0.215,1.325
156.300,-0.212,1.111
156.333,-0.210,0.928
156.367,-0.210,0.928
156.400,-0.210,0.761
156.433,-0.210,2.520
156.467,-0.213,2.188
156.500,-0.210,1.889
156.533,-0.210,1.889
156.567,-0.210,1.889
156.600,-0.210,1.889
156.633,-0.207,1.626
156.667,-0.207,1.626
156.700,-0.207,1.626
156.733,-0.207,1.388
156.767,-0.207,1.388
156.800,-0.207,1.388
156.833,-0.207,1.388
156.867,-0.207,1.388
156.900,-0.207,1.388
156.933,-0.207,1.388
156.967,-0.207,1.388
157.000,-0.203,1.175
157.033,-0.203,1.175
157.067,-0.203,1.175
157.100,-0.199,0.981
157.133,-0.193,0.807
157.167,-0.193,0.807
157.200,-0.193,0.807
157.233,-0.191,0.647
157.267,-0.191,2.383
157.300,-0.191,2.383
157.333,-0.190,2.061
157.367,-0.182,1.769
157.400,-0.182,1.769
157.433,-0.182,1.769
157.467,-0.185,1.524
157.500,-0.185,1.524
157.533,-0.176,1.296
157.567,-0.166,1.087
157.600,-0.166,1.087
157.633,-0.166,1.087
157.667,-0.166,1.087
157.700,-0.166,2.740
157.733,-0.162,2.390
157.767,-0.162,2.390
157.800,-0.159,2.079
157.833,-0.159,3.628
157.867,-0.155,3.193
157.900,-0.155,3.193
157.933,-0.147,2.798
157.967,-0.147,2.798
158.000,-0.147,2.798
158.033,-0.148,2.447
158.067,-0.148,3.943
158.100,-0.148,3.943
158.133,-0.148,3.943
158.167,-0.148,3.943
158.200,-0.148,5.281
158.233,-0.142,4.679
158.267,-0.142,4.679
158.300,-0.142,4.679
158.333,-0.142,4.679
158.367,-0.139,4.149
158.400,-0.139,4.149
158.433,-0.134,3.673
158.467,-0.134,3.673
158.500,-0.122,3.233
158.533,-0.122,3.233
158.567,-0.113,2.845
158.600,-0.108,2.498
158.633,-0.108,2.498
158.667,-0.108,2.498
158.700,-0.108,2.498
158.733,-0.096,2.190
158.767,-0.096,2.190
158.800,-0.079,1.908
158.833,-0.064,1.654
158.867,-0.064,1.654
158.900,-0.050,1.431
158.933,-0.050,2.955
158.967,-0.050,2.955
159.000,-0.041,2.602
159.033,-0.041,2.602
159.067,-0.032,2.282
159.100,-0.023,1.996
159.133,-0.023,1.996
159.167,-0.015,1.738
159.200,-0.015,1.738
159.233,-0.015,1.738
159.267,-0.015,1.738
159.300,-0.015,3.224
159.333,-0.010,2.845
159.367,0.000,2.506
159.400,0.000,2.506
159.433,0.000,2.506
159.467,0.007,2.204
159.500,0.007,1.933
159.533,0.010,1.687
159.567,0.014,1.461
159.600,0.014,1.461
159.633,0.014,1.461
159.667,0.014,2.956
159.700,0.020,2.605
159.733,0.020,2.605
159.767,0.020,2.605
159.800,0.019,2.310
159.833,0.019,2.310
159.867,0.019,2.310
159.900,0.019,2.310
159.933,0.027,2.035
159.967,0.027,2.035
160.000,0.027,2.035
160.033,0.027,2.035
160.067,0.027,2.035
160.100,0.027,2.035
160.133,0.027,2.035
160.167,0.027,3.441
160.200,0.027,3.441
160.233,0.036,3.058
160.267,0.036,3.058
160.300,0.036,3.058
160.333,0.036,3.058
160.367,0.046,2.713
160.400,0.052,2.404
160.433,0.058,2.124
160.467,0.059,1.880
160.500,0.059,3.283
160.533,0.059,4.533
160.567,0.059,4.533
160.600,0.065,4.044
160.633,0.071,3.604
160.667,0.071,3.604
160.700,0.078,3.208
160.733,0.078,4.465
160.767,0.078,4.465
160.800,0.078,4.465
160.833,0.082,3.992
160.867,0.082,3.992
160.900,0.082,3.992
160.933,0.092,3.561
160.967,0.092,3.561
161.000,0.099,3.177
161.033,0.099,3.177
161.067,0.099,3.177
161.100,0.107,2.833
161.133,0.120,2.519
161.167,0.120,2.519
161.200,0.130,2.240
161.233,0.130,2.240
161.267,0.130,2.240
161.300,0.130,2.240
161.333,0.138,1.996
161.367,0.138,1.996
161.400,0.143,1.786
161.433,0.142,1.603
161.467,0.142,1.603
161.500,0.055,1.549
161.533,0.055,1.549
161.567,0.055,1.549
161.600,0.012,1.252
161.633,-0.067,1.094
161.667,-0.067,1.094
161.700,-0.067,2.697
161.733,-0.109,2.407
161.767,-0.109,2.407
161.800,-0.109,2.407
161.833,-0.109,2.407
161.867,-0.109,2.407
161.900,-0.109,2.407
161.933,-0.156,2.108
161.967,-0.156,2.108
162.000,-0.185,1.822
162.033,-0.213,1.565
162.067,-0.240,1.331
162.100,-0.240,1.331
162.133,-0.240,1.331
162.167,-0.240,1.331
162.200,-0.240,1.331
162.233,-0.269,1.118
162.267,-0.269,1.118
162.300,-0.269,1.118
162.333,-0.269,1.118
162.367,-0.269,1.118
162.400,-0.269,1.118
162.433,-0.292,0.937
162.467,-0.292,0.937
162.500,-0.292,0.937
162.533,-0.292,0.937
162.567,-0.292,0.937
162.600,-0.292,0.937
162.633,-0.292,0.937
162.667,-0.292,0.937
162.700,-0.302,0.776
162.733,-0.311,0.625
162.767,-0.311,0.625
162.800,-0.311,2.193
162.833,-0.321,1.908
162.867,-0.321,1.908
162.900,-0.327,1.658
162.933,-0.337,1.432
162.967,-0.337,1.432
163.000,-0.337,1.225
163.033,-0.341,1.040
163.067,-0.341,1.040
163.100,-0.336,0.887
163.133,-0.336,0.887
163.167,-0.338,0.750
163.200,-0.338,0.750
163.233,-0.338,0.750
163.267,-0.338,0.750
163.300,-0.339,0.633
163.333,-0.339,0.633
163.367,-0.339,0.633
163.400,-0.339,0.633
163.433,-0.337,0.528
163.467,-0.337,0.528
163.500,-0.337,0.528
163.533,-0.337,0.528
163.567,-0.337,0.528
163.600,-0.337,0.528
163.633,-0.337,0.528
163.667,-0.337,0.528
163.700,-0.332,0.452
163.733,-0.324,0.380
163.767,-0.324,0.380
163.800,-0.318,0.320
163.833,-0.311,0.266
163.867,-0.305,0.216
163.900,-0.299,0.167
163.933,-0.299,0.167
163.967,-0.299,0.167
164.000,-0.358,0.167
164.033,-0.358,0.167
164.067,-0.358,0.167
164.100,-0.358,0.167
164.133,-0.358,0.167
164.167,-0.340,0.153
164.200,-0.340,0.153
164.233,-0.327,0.132
164.267,-0.327,0.132
164.300,-0.327,0.132
164.333,-0.327,0.132
164.367,-0.315,0.112
164.400,-0.315,0.112
164.433,-0.315,0.112
164.467,-0.305,0.096
164.500,-0.291,0.089
164.533,-0.277,0.083
164.567,-0.277,0.083
164.600,-0.265,0.076
164.633,-0.265,1.593
164.667,-0.251,1.434
164.700,-0.242,1.294
164.733,-0.242,2.683
164.767,-0.242,2.683
164.800,-0.232,2.427
164.833,-0.226,2.197
164.867,-0.226,2.197
164.900,-0.221,1.988
164.933,-0.210,1.797
164.967,-0.210,3.128
165.000,-0.210,3.128
165.033,-0.210,3.128
165.067,-0.210,3.128
165.100,-0.195,2.836
165.133,-0.195,2.836
165.167,-0.184,2.591
165.200,-0.184,3.812
165.233,-0.170,3.475
165.267,-0.170,3.475
165.300,-0.170,3.475
165.333,-0.153,3.169
165.367,-0.153,3.169
165.400,-0.141,2.898
165.433,-0.141,2.898
165.467,-0.141,2.898
165.500,-0.129,2.665
165.533,-0.129,2.665
165.567,-0.129,2.665
165.600,-0.129,2.665
165.633,-0.112,2.455
165.667,-0.100,2.269
165.700,-0.090,2.099
165.733,-0.090,3.327
165.767,-0.090,3.327
165.800,-0.090,3.327
165.833,-0.069,3.081
165.867,-0.058,2.867
165.900,-0.058,2.867
165.933,-0.058,2.867
165.967,-0.058,2.867
166.000,-0.058,2.867
166.033,-0.051,2.673
166.067,-0.042,2.489
166.100,-0.035,2.324
166.133,-0.035,2.324
166.167,-0.035,2.324
166.200,-0.035,2.324
166.233,-0.035,2.324
166.267,-0.023,2.198
166.300,-0.023,2.198
166.333,-0.023,2.198
166.367,-0.023,2.198
166.400,-0.023,2.198
166.433,-0.023,3.367
166.467,-0.007,3.140
166.500,-0.007,3.140
166.533,-0.007,3.140
166.567,-0.007,3.140
166.600,0.010,2.943
166.633,0.025,2.772
166.667,0.025,2.772
166.700,0.036,2.623
166.733,0.036,2.623
166.767,0.036,2.623
166.800,0.036,2.623
166.833,0.036,2.623
166.867,0.036,2.623
166.900,0.036,2.623
166.933,0.036,2.623
166.967,0.036,2.623
167.000,0.053,2.505
167.033,0.053,2.505
167.067,0.053,2.505
167.100,0.072,2.391
167.133,0.072,2.391
167.167,0.072,2.391
167.200,0.072,2.391
167.233,0.072,2.391
167.267,0.072,2.391
167.300,0.085,2.298
167.333,0.085,3.434
167.367,0.085,3.434
167.400,0.103,3.233
167.433,0.103,3.233
167.467,0.123,3.049
167.500,0.123,3.049
167.533,0.123,3.049
167.567,0.123,3.049
167.600,0.135,2.888
167.633,0.135,2.888
167.667,0.149,2.745
167.700,0.161,2.620
167.733,0.161,2.620
167.767,0.161,2.620
167.800,0.176,2.510
167.833,0.196,2.413
167.867,0.196,2.413
167.900,0.196,2.413
167.933,0.196,2.413
167.967,0.209,2.328
168.000,0.209,2.328
168.033,0.223,2.260
168.067,0.237,2.206
168.100,0.241,2.164
168.133,0.241,2.164
168.167,0.249,2.120
168.200,0.260,2.074
168.233,0.266,2.037
168.267,0.274,2.001
168.300,0.282,1.967
168.333,0.282,1.967
168.367,0.289,1.937
168.400,0.289,3.072
168.433,0.293,2.934
168.467,0.298,2.810
168.500,0.298,2.810
168.533,0.301,2.697
168.567,0.305,2.597
168.600,0.305,3.669
168.633,0.305,3.669
168.667,0.305,3.669
168.700,0.312,3.467
168.733,0.312,3.467
168.767,0.312,3.467
168.800,0.312,3.467
168.833,0.318,3.286
168.867,0.318,3.286
168.900,0.318,3.286
168.933,0.318,3.286
168.967,0.318,3.286
169.000,0.318,3.286
169.033,0.323,3.125
169.067,0.323,3.125
169.100,0.323,3.125
169.133,0.323,3.125
169.167,0.323,3.125
169.200,0.328,2.985
169.233,0.328,2.985
169.267,0.328,4.004
169.300,0.328,4.004
169.333,0.328,4.004
169.367,0.338,3.777
169.400,0.345,3.575
169.433,0.345,3.575
169.467,0.345,3.575
169.500,0.345,3.575
169.533,0.345,3.575
169.567,0.350,3.393
169.600,0.350,3.393
169.633,0.358,3.227
169.667,0.358,3.227
169.700,0.358,3.227
169.733,0.358,3.227
169.767,0.363,3.079
169.800,0.363,4.093
169.833,0.363,4.093
169.867,0.365,3.859
169.900,0.365,3.859
169.933,0.369,3.645
169.967,0.369,3.645
170.000,0.369,3.645
170.033,0.371,3.456
170.067,0.371,4.445
170.100,0.377,4.173
170.133,0.384,3.928
170.167,0.384,3.928
170.200,0.384,3.928
170.233,0.384,3.928
170.267,0.390,3.709
170.300,0.390,3.709
170.333,0.390,3.709
170.367,0.390,3.709
170.400,0.390,3.709
170.433,0.390,3.709
170.467,0.390,3.709
170.500,0.390,3.709
170.533,0.390,3.709
170.567,0.389,3.517
170.600,0.378,3.354
170.633,0.378,3.354
170.667,0.391,3.189
170.700,0.398,3.041
170.733,0.398,3.041
170.767,0.398,2.920
170.800,0.398,2.920
170.833,0.398,2.920
170.867,0.410,2.805
170.900,0.419,2.699
170.933,0.419,2.699
170.967,0.424,2.616
171.000,0.431,2.540
171.033,0.431,2.540
171.067,0.436,2.475
171.100,0.441,2.409
171.133,0.441,2.409
171.167,0.441,2.409
171.200,0.441,2.409
171.233,0.448,2.348
171.267,0.448,3.486
171.300,0.448,3.486
171.333,0.448,3.486
171.367,0.446,3.308
171.400,0.446,3.308
171.433,0.449,3.146
171.467,0.449,3.146
171.500,0.449,3.146
171.533,0.449,3.146
171.567,0.450,2.999
171.600,0.450,2.999
171.633,0.450,2.999
171.667,0.449,2.860
171.700,0.449,2.860
171.733,0.443,2.735
171.767,0.443,2.735
171.800,0.440,2.610
171.833,0.440,2.610
171.867,0.440,2.610
171.900,0.434,2.498
171.933,0.434,2.498
171.967,0.430,2.396
172.000,0.430,2.396
172.033,0.430,2.396
172.067,0.430,2.396
172.100,0.425,2.299
172.133,0.421,2.212
172.167,0.417,2.131
172.200,0.408,2.058
172.233,0.408,2.058
172.267,0.408,2.058
172.300,0.403,1.983
172.333,0.403,1.983
172.367,0.403,1.983
172.400,0.403,1.983
172.433,0.403,1.983
172.467,0.403,1.983
172.500,0.403,1.983
172.533,0.395,1.916
172.567,0.395,1.916
172.600,0.388,1.852
172.633,0.388,1.852
172.667,0.384,1.790
172.700,0.384,1.790
172.733,0.384,1.743
172.767,0.384,1.743
172.800,0.387,1.704
172.833,0.387,1.704
172.867,0.387,1.704
172.900,0.387,1.704
172.933,0.387,1.704
172.967,0.387,1.704
173.000,0.386,1.667
173.033,0.386,1.667
173.067,0.385,1.627
173.100,0.387,1.592
173.133,0.385,1.562
173.167,0.385,1.562
173.200,0.385,1.562
173.233,0.385,1.562
173.267,0.385,1.562
173.300,0.385,1.562
173.333,0.385,1.562
173.367,0.385,1.562
173.400,0.389,1.523
173.433,0.394,1.490
173.467,0.394,1.490
173.500,0.394,1.490
173.533,0.394,2.821
173.567,0.394,2.821
173.600,0.393,2.662
173.633,0.395,2.514
173.667,0.395,2.514
173.700,0.395,2.514
173.733,0.395,2.514
173.767,0.395,3.753
173.800,0.398,3.487
173.833,0.398,3.487
173.867,0.398,3.487
173.900,0.398,3.487
173.933,0.398,3.487
173.967,0.400,3.243
174.000,0.400,3.243
174.033,0.397,3.025
174.067,0.397,3.025
174.100,0.397,2.832
174.133,0.400,2.651
174.167,0.400,2.651
174.200,0.399,2.482
174.233,0.399,2.482
174.267,0.399,2.482
174.300,0.399,2.482
174.333,0.399,2.482
174.367,0.399,2.482
174.400,0.399,2.482
174.433,0.396,2.322
174.467,0.396,2.322
174.500,0.388,2.172
174.533,0.388,2.172
174.567,0.387,2.041
174.600,0.387,3.368
174.633,0.387,4.566
174.667,0.387,4.566
174.700,0.383,4.196
174.733,0.383,4.196
174.767,0.383,4.196
174.800,0.384,3.860
174.833,0.384,3.550
174.867,0.379,3.268
174.900,0.377,3.011
174.933,0.377,3.011
174.967,0.377,3.011
175.000,0.377,3.011
175.033,0.377,3.011
175.067,0.377,3.011
175.100,0.377,3.011
175.133,0.373,2.772
175.167,0.373,2.772
175.200,0.373,2.772
175.233,0.373,2.772
175.267,0.372,2.557
175.300,0.372,2.557
175.333,0.378,2.363
175.367,0.378,2.363
175.400,0.362,2.187
175.433,0.362,2.187
175.467,0.359,2.024
175.500,0.359,2.024
175.533,0.355,1.881
175.567,0.355,1.881
175.600,0.355,1.881
175.633,0.338,1.749
175.667,0.338,1.749
175.700,0.338,1.749
175.733,0.337,1.622
175.767,0.337,1.622
175.800,0.337,1.622
175.833,0.330,1.511
175.867,0.330,1.511
175.900,0.317,1.391
175.933,0.304,1.286
175.967,0.304,1.286
176.000,0.292,1.185
176.033,0.292,1.185
176.067,0.292,1.185
176.100,0.292,1.185
176.133,0.276,1.093
176.167,0.276,1.093
176.200,0.276,1.093
176.233,0.276,1.093
176.267,0.276,1.093
176.300,0.276,1.093
176.333,0.276,1.093
176.367,0.251,1.007
176.400,0.234,0.912
176.433,0.227,0.829
176.467,0.227,0.829
176.500,0.221,0.759
176.533,0.221,0.759
176.567,0.221,0.759
176.600,0.221,0.759
176.633,0.221,0.759
176.667,0.221,0.759
176.700,0.221,0.759
176.733,0.221,0.759
176.767,0.221,0.759
176.800,0.221,0.759
176.833,0.221,0.759
176.867,0.199,0.662
176.900,0.199,0.662
176.933,0.199,0.662
176.967,0.199,0.662
177.000,0.170,0.557
177.033,0.170,0.557
177.067,0.152,0.456
177.100,0.152,2.134
177.133,0.152,2.134
177.167,0.152,2.134
177.200,0.152,2.134
177.233,0.135,1.871
177.267,0.135,1.871
177.300,0.118,1.637
177.333,0.118,3.201
177.367,0.096,2.831
177.400,0.096,2.831
177.433,0.096,2.831
177.467,0.096,4.305
177.500,0.096,4.305
177.533,0.096,4.305
177.567,0.073,3.815
177.600,0.073,3.815
177.633,0.073,3.815
177.667,0.048,3.369
177.700,0.048,3.369
177.733,0.022,2.975
177.767,0.022,2.975
177.800,0.022,2.975
177.833,0.022,2.975
177.867,0.022,2.975
177.900,0.022,2.975
177.933,0.022,2.975
177.967,0.022,2.975
178.000,0.007,2.621
178.033,-0.009,2.305
178.067,-0.009,2.305
178.100,-0.009,2.305
178.133,-0.009,2.305
178.167,-0.009,2.305
178.200,-0.021,2.021
178.233,-0.021,2.021
178.267,-0.021,2.021
178.300,-0.021,2.021
178.333,-0.028,1.773
178.367,-0.028,1.773
178.400,-0.028,1.773
178.433,-0.028,1.773
178.467,-0.042,1.553
178.500,-0.042,1.553
178.533,-0.042,1.553
178.567,-0.048,1.357
178.600,-0.048,1.357
178.633,-0.048,1.357
178.667,-0.048,1.357
178.700,-0.053,1.200
178.733,-0.053,1.200
178.767,-0.053,1.200
178.800,-0.053,1.200
178.833,-0.053,1.200
178.867,-0.054,1.063
178.900,-0.054,1.063
178.933,-0.054,1.063
178.967,-0.050,0.938
179.000,-0.047,0.827
179.033,-0.047,0.827
179.067,-0.044,0.738
179.100,-0.044,2.430
179.133,-0.044,2.430
179.167,-0.045,2.174
179.200,-0.045,3.715
179.233,-0.039,3.348
179.267,-0.033,3.013
179.300,-0.033,2.711
179.333,-0.027,2.439
179.367,-0.022,2.195
179.400,-0.022,2.195
179.433,-0.022,3.745
179.467,-0.022,3.745
179.500,-0.019,3.373
179.533,-0.019,3.373
179.567,-0.015,3.038
179.600,-0.015,3.038
179.633,-0.015,3.038
179.667,-0.006,2.748
179.700,-0.006,2.748
179.733,-0.258,2.412
179.767,-0.227,2.187
179.800,-0.227,2.187
179.833,-0.202,1.984
179.867,-0.202,1.984
179.900,-0.118,1.696
179.933,-0.118,1.696
179.967,-0.118,1.696
180.000,-0.118,1.696
180.033,-0.097,1.552
180.067,-0.097,1.552
180.100,-0.080,1.423
180.133,-0.080,1.423
180.167,-0.080,1.423
180.200,-0.080,1.423
180.233,-0.063,1.307
180.267,-0.049,1.208
180.300,-0.049,2.846
180.333,-0.049,2.846
180.367,-0.049,2.846
180.400,-0.049,2.846
180.433,-0.049,2.846
180.467,-0.032,2.605
180.500,-0.032,2.605
180.533,-0.032,2.605
180.567,-0.032,4.091
180.600,-0.032,4.091
180.633,-0.032,5.423
180.667,-0.015,4.932
180.700,0.004,4.493
180.733,0.004,5.777
180.767,0.021,5.260
180.800,0.034,4.795
180.833,0.034,4.795
180.867,0.034,4.795
180.900,0.048,4.373
180.933,0.048,5.679
180.967,0.048,5.679
181.000,0.056,5.172
181.033,0.066,4.715
181.067,0.066,4.715
181.100,0.082,4.309
181.133,0.082,4.309
181.167,0.082,4.309
181.200,0.087,3.959
181.233,0.094,3.637
181.267,0.094,3.637
181.300,0.094,3.637
181.333,0.094,3.637
181.367,0.094,3.637
181.400,0.094,3.637
181.433,0.094,3.637
181.467,0.104,3.354
181.500,0.116,3.093
181.533,0.130,2.860
181.567,0.147,2.658
181.600,0.147,2.658
181.633,0.160,2.487
181.667,0.160,2.487
181.700,0.173,2.334
181.733,0.173,2.334
181.767,0.173,2.334
181.800,0.192,2.202
181.833,0.192,3.673
181.867,0.207,3.415
181.900,0.207,3.415
181.933,0.207,3.415
181.967,0.207,3.415
182.000,0.207,3.415
182.033,0.226,3.193
182.067,0.226,3.193
182.100,0.226,3.193
182.133,0.226,3.193
182.167,0.226,3.193
182.200,0.251,3.004
182.233,0.274,2.830
182.267,0.171,2.830
182.300,0.204,2.672
182.333,0.204,2.672
182.367,0.204,2.672
182.400,0.204,4.056
182.433,0.204,4.056
182.467,0.204,5.285
182.500,0.204,5.285
182.533,0.240,4.901
182.567,0.240,4.901
182.600,0.240,6.034
182.633,0.240,6.034
182.667,0.240,6.034
182.700,0.240,6.034
182.733,0.240,6.034
182.767,0.273,5.586
182.800,0.301,5.182
182.833,0.330,4.831
182.867,0.330,4.831
182.900,0.330,4.831
182.933,0.330,4.831
182.967,-0.481,4.831
183.000,-0.481,5.936
183.033,-0.481,5.936
183.067,-0.367,5.526
183.100,-0.263,5.153
183.133,-0.173,4.815
183.167,-0.173,4.815
183.200,-0.173,4.815
183.233,-0.173,4.815
183.267,-0.173,4.815
183.300,-0.173,4.815
183.333,-0.173,5.911
183.367,-0.173,5.911
183.400,-0.173,5.911
183.433,-0.085,5.522
183.467,-0.008,5.182
183.500,0.067,4.875
183.533,0.139,4.600
183.567,0.203,4.362
183.600,0.203,4.362
183.633,0.265,4.143
183.667,0.326,3.953
183.700,0.374,3.786
183.733,0.418,3.626
183.767,0.451,3.493
183.800,0.451,3.493
183.833,0.491,3.378
183.867,0.491,3.378
183.900,0.491,3.378
183.933,0.491,3.378
183.967,0.491,3.378
184.000,0.491,3.378
184.033,0.528,3.282
184.067,0.528,3.282
184.100,0.528,3.282
184.133,0.561,3.201
184.167,0.561,3.201
184.200,0.592,3.133
184.233,0.592,3.133
184.267,0.592,3.133
184.300,0.592,3.133
184.333,0.592,3.133
184.367,0.592,3.133
184.400,0.631,3.086
184.433,0.631,3.086
184.467,0.659,3.052
184.500,0.659,3.052
184.533,0.659,3.052
184.567,0.659,3.052
184.600,0.659,3.052
184.633,0.659,4.238
184.667,0.695,4.102
184.700,0.695,4.102
184.733,0.723,3.970
184.767,0.723,5.026
184.800,0.723,5.026
184.833,0.723,5.026
184.867,0.723,5.026
184.900,0.742,4.803
184.933,0.742,4.803
184.967,0.742,4.803
185.000,0.742,4.803
185.033,0.767,4.598
185.067,0.767,4.598
185.100,0.767,4.598
185.133,0.787,4.412
185.167,0.787,4.412
185.200,0.804,4.245
185.233,0.822,4.095
185.267,0.822,4.095
185.300,0.822,4.095
185.333,0.822,4.095
185.367,0.832,3.960
185.400,0.849,3.832
185.433,0.849,3.832
185.467,0.860,3.718
185.500,0.870,3.613
185.533,0.870,3.613
185.567,0.870,3.613
185.600,0.870,3.613
185.633,0.870,3.613
185.667,0.870,3.613
185.700,0.870,3.613
185.733,0.882,3.508
185.767,0.882,3.508
185.800,0.882,3.508
185.833,0.882,4.623
185.867,0.885,4.424
185.900,0.888,4.239
185.933,0.888,4.239
185.967,0.890,4.066
186.000,0.890,4.066
186.033,0.893,3.910
186.067,0.893,3.910
186.100,0.893,3.910
186.133,0.893,3.910
186.167,0.893,3.910
186.200,0.893,5.001
186.233,0.897,4.743
186.267,0.896,4.506
186.300,0.896,4.506
186.333,0.896,4.506
186.367,0.892,4.280
186.400,0.892,4.280
186.433,0.889,4.085
186.467,0.889,4.085
186.500,0.889,4.085
186.533,0.889,3.900
186.567,0.886,3.730
186.600,0.885,3.574
186.633,0.883,3.436
186.667,0.883,3.436
186.700,0.881,3.301
186.733,0.881,3.301
186.767,0.881,4.489
186.800,0.881,4.241
186.833,0.881,4.241
186.867,0.879,4.018
186.900,0.873,3.816
186.933,0.873,3.816
186.967,0.871,3.634
187.000,0.870,3.466
187.033,0.868,3.313
187.067,0.868,3.313
187.100,0.868,3.313
