Time (sec),Rotation_X (deg),Height_Z (mm)
65.200,-3.419,-4.797
65.233,-3.419,-4.797
65.267,-3.412,-4.785
65.300,-3.412,-4.785
65.333,-3.405,-4.770
65.367,-3.394,-4.758
65.400,-3.394,-4.758
65.433,-3.394,-4.758
65.467,-3.394,-4.758
65.500,-3.394,-4.758
65.533,-3.394,-4.758
65.567,-3.381,-4.740
65.600,-3.373,-4.723
65.633,-3.373,-4.723
65.667,-3.373,-4.723
65.700,-3.373,-4.723
65.733,-3.373,-4.723
65.767,-3.373,-4.723
65.800,-3.373,-4.723
65.833,-3.362,-4.719
65.867,-3.362,-4.719
65.900,-3.348,-4.722
65.933,-3.348,-4.722
65.967,-3.348,-4.722
66.000,-3.343,-4.719
66.033,-3.341,-4.717
66.067,-3.339,-4.722
66.100,-3.339,-4.722
66.133,-3.339,-4.722
66.167,-3.339,-4.722
66.200,-3.342,-4.739
66.233,-3.336,-4.759
66.267,-3.336,-4.759
66.300,-3.333,-4.766
66.333,-3.332,-4.777
66.367,-3.332,-4.777
66.400,-3.332,-4.777
66.433,-3.332,-4.777
66.467,-3.332,-4.777
66.500,-3.324,-4.805
66.533,-3.324,-4.805
66.567,-3.324,-4.805
66.600,-3.324,-4.805
66.633,-3.325,-4.826
66.667,-3.325,-4.826
66.700,-3.321,-4.848
66.733,-3.317,-4.864
66.767,-3.317,-4.864
66.800,-3.317,-4.864
66.833,-3.308,-4.882
66.867,-3.308,-4.882
66.900,-3.308,-4.882
66.933,-3.308,-4.882
66.967,-3.308,-4.882
67.000,-3.302,-4.878
67.033,-3.302,-4.878
67.067,-3.302,-4.878
67.100,-3.302,-4.878
67.133,-3.302,-4.878
67.167,-3.283,-4.859
67.200,-3.283,-4.859
67.233,-3.266,-4.839
67.267,-3.266,-4.839
67.300,-3.266,-4.839
67.333,-3.258,-4.816
67.367,-3.258,-4.816
67.400,-3.253,-4.796
67.433,-3.253,-4.796
67.467,-3.253,-4.796
67.500,-3.239,-4.788
67.533,-3.239,-4.788
67.567,-3.239,-4.788
67.600,-3.239,-4.788
67.633,-3.239,-4.788
67.667,-3.239,-4.788
67.700,-3.239,-4.788
67.733,-3.239,-4.788
67.767,-3.228,-4.783
67.800,-3.228,-4.783
67.833,-3.228,-4.783
67.867,-3.228,-4.783
67.900,-3.218,-4.784
67.933,-3.218,-4.784
67.967,-3.218,-4.784
68.000,-3.209,-4.784
68.033,-3.209,-4.784
68.067,-3.209,-4.784
68.100,-3.202,-4.781
68.133,-3.202,-4.781
68.167,-3.200,-4.779
68.200,-3.200,-4.779
68.233,-3.200,-4.779
68.267,-3.206,-4.767
68.300,-3.206,-4.767
68.333,-3.206,-4.767
68.367,-3.195,-4.781
68.400,-3.195,-4.781
68.433,-3.195,-4.781
68.467,-3.195,-4.781
68.500,-3.195,-4.781
68.533,-3.195,-4.781
68.567,-3.195,-4.781
68.600,-3.184,-4.800
68.633,-3.171,-4.820
68.667,-3.171,-4.820
68.700,-3.171,-4.820
68.733,-3.162,-4.832
68.767,-3.162,-4.832
68.800,-3.162,-4.832
68.833,-3.162,-4.832
68.867,-3.162,-4.832
68.900,-3.142,-4.864
68.933,-3.135,-4.886
68.967,-3.135,-4.886
69.000,-3.135,-4.886
69.033,-3.125,-4.904
69.067,-3.125,-4.904
69.100,-3.118,-4.923
69.133,-3.113,-4.948
69.167,-3.113,-4.948
69.200,-3.105,-4.967
69.233,-3.094,-4.989
69.267,-3.094,-4.989
69.300,-3.094,-4.989
69.333,-3.094,-4.989
69.367,-3.076,-5.021
69.400,-3.061,-5.047
69.433,-3.054,-5.061
69.467,-3.046,-5.080
69.500,-3.045,-5.094
69.533,-3.046,-5.103
69.567,-3.045,-5.116
69.600,-3.045,-5.116
69.633,-3.045,-5.116
69.667,-3.045,-5.116
69.700,-3.040,-5.127
69.733,-3.037,-5.137
69.767,-3.036,-5.142
69.800,-3.036,-5.142
69.833,-3.036,-5.142
69.867,-3.027,-5.155
69.900,-3.027,-5.155
69.933,-3.027,-5.155
69.967,-3.024,-5.153
70.000,-3.024,-5.153
70.033,-3.024,-5.153
70.067,-3.024,-5.153
70.100,-3.005,-5.138
70.133,-2.986,-5.130
70.167,-2.986,-5.130
70.200,-2.961,-5.124
70.233,-2.947,-5.097
70.267,-2.947,-5.097
70.300,-2.947,-5.097
70.333,-2.924,-5.078
70.367,-2.924,-5.078
70.400,-2.907,-5.058
70.433,-2.907,-5.058
70.467,-2.907,-5.058
70.500,-2.907,-5.058
70.533,-2.899,-5.028
70.567,-2.899,-5.028
70.633,-2.885,-4.988
70.667,-2.867,-4.951
70.700,-2.867,-4.951
70.733,-2.867,-4.951
70.767,-2.867,-4.951
70.800,-2.867,-4.951
70.833,-2.846,-4.901
70.900,-2.837,-4.849
70.933,-2.821,-4.807
70.967,-2.807,-4.771
71.000,-2.807,-4.771
71.033,-2.807,-4.771
71.100,-2.791,-4.738
71.133,-2.791,-4.738
71.167,-2.791,-4.738
71.200,-2.791,-4.738
71.600,-2.791,-4.738
71.633,-2.791,-4.738
71.667,-2.778,-4.692
71.700,-2.771,-4.642
71.733,-2.759,-4.618
71.767,-2.759,-4.618
71.800,-2.759,-4.618
71.833,-2.759,-4.618
71.867,-2.751,-4.611
71.900,-2.751,-4.611
71.933,-2.749,-4.601
71.967,-2.749,-4.601
72.000,-2.749,-4.601
72.033,-2.750,-4.583
72.067,-2.750,-4.583
72.100,-2.750,-4.583
72.133,-2.750,-4.583
72.167,-2.750,-4.583
72.200,-2.743,-4.575
72.233,-2.728,-4.572
72.267,-2.722,-4.571
72.300,-2.722,-4.571
72.333,-2.718,-4.566
72.367,-2.718,-4.566
72.433,-2.719,-4.561
72.467,-2.718,-4.562
72.500,-2.718,-4.562
72.533,-2.718,-4.562
72.567,-2.711,-4.570
72.600,-2.703,-4.579
72.633,-2.703,-4.579
72.667,-2.701,-4.579
72.733,-2.701,-4.579
72.767,-2.701,-4.579
72.800,-2.701,-4.579
72.833,-2.701,-4.579
72.867,-2.701,-4.579
72.900,-2.701,-4.579
72.933,-2.701,-4.579
72.967,-2.689,-4.577
73.000,-2.689,-4.577
73.033,-2.689,-4.577
73.067,-2.688,-4.566
73.100,-2.690,-4.556
73.133,-2.690,-4.556
73.167,-2.690,-4.556
73.200,-2.690,-4.556
73.233,-2.690,-4.556
73.267,-2.684,-4.553
73.333,-2.680,-4.544
73.367,-2.680,-4.544
73.400,-2.675,-4.535
73.433,-2.666,-4.525
73.700,-2.656,-4.514
73.733,-2.656,-4.514
73.767,-2.656,-4.514
73.800,-2.656,-4.514
74.767,-2.656,-4.514
74.933,-2.639,-4.452
74.967,-2.639,-4.452
75.100,-2.639,-4.452
75.300,-2.639,-4.452
75.333,-2.639,-4.452
75.467,-2.639,-4.452
75.700,-2.639,-4.452
75.833,-2.639,-4.452
75.867,-2.639,-4.452
75.933,-2.639,-4.452
75.967,-2.639,-4.452
76.000,-2.630,-4.383
77.200,-2.630,-4.383
77.233,-2.630,-4.383
77.300,-2.638,-4.377
77.400,-2.638,-4.377
77.433,-2.638,-4.377
77.533,-2.643,-4.401
77.567,-2.643,-4.401
77.600,-2.654,-4.415
77.633,-2.661,-4.434
77.667,-2.669,-4.458
77.733,-2.672,-4.484
77.767,-2.673,-4.505
77.800,-2.673,-4.505
77.833,-2.673,-4.505
77.867,-2.680,-4.513
77.900,-2.687,-4.517
77.933,-2.687,-4.517
77.967,-2.687,-4.517
78.000,-2.687,-4.517
78.033,-2.689,-4.527
78.067,-2.693,-4.541
78.100,-2.706,-4.547
78.200,-2.706,-4.547
78.433,-2.706,-4.547
78.467,-2.706,-4.547
78.500,-2.706,-4.547
78.533,-2.706,-4.547
78.567,-2.712,-4.577
78.600,-2.715,-4.605
78.633,-2.715,-4.605
78.667,-2.715,-4.605
78.700,-2.715,-4.605
78.733,-2.717,-4.633
78.767,-2.717,-4.633
78.800,-2.725,-4.666
78.833,-2.725,-4.666
78.867,-2.725,-4.666
78.900,-2.736,-4.700
78.933,-2.736,-4.700
78.967,-2.736,-4.700
79.000,-2.736,-4.700
79.033,-2.736,-4.737
79.067,-2.742,-4.765
79.100,-2.742,-4.765
79.133,-2.742,-4.765
79.167,-2.742,-4.765
79.200,-2.742,-4.765
79.233,-2.742,-4.765
79.267,-2.742,-4.765
79.300,-2.742,-4.765
79.333,-2.742,-4.765
79.367,-2.742,-4.765
79.400,-2.742,-4.765
79.433,-2.751,-4.809
79.467,-2.753,-4.855
79.500,-2.753,-4.855
79.533,-2.753,-4.889
79.567,-2.753,-4.889
79.600,-2.753,-4.889
79.633,-2.751,-4.909
79.667,-2.751,-4.909
79.700,-2.751,-4.932
79.733,-2.751,-4.932
79.767,-2.751,-4.932
79.800,-2.750,-4.955
79.833,-2.750,-4.955
79.867,-2.750,-4.955
79.900,-2.750,-4.955
79.933,-2.750,-4.955
79.967,-2.750,-4.955
80.000,-2.750,-4.955
80.033,-2.750,-4.955
80.067,-2.744,-4.982
80.100,-2.744,-4.982
80.133,-2.744,-4.982
80.167,-2.750,-5.000
80.200,-2.750,-5.000
80.267,-2.746,-5.023
80.300,-2.746,-5.023
80.333,-2.746,-5.023
80.367,-2.747,-5.051
80.400,-2.747,-5.051
80.433,-2.747,-5.051
80.467,-2.749,-5.080
80.500,-2.749,-5.080
80.533,-2.749,-5.080
80.567,-2.749,-5.080
80.600,-2.749,-5.080
80.633,-2.749,-5.080
80.667,-2.749,-5.080
80.700,-2.748,-5.103
80.733,-2.746,-5.122
80.767,-2.746,-5.122
80.800,-2.746,-5.122
80.833,-2.746,-5.122
80.867,-2.746,-5.122
80.900,-2.733,-5.160
80.933,-2.729,-5.189
80.967,-2.729,-5.189
81.000,-2.729,-5.189
81.033,-2.713,-5.226
81.067,-2.713,-5.226
81.100,-2.713,-5.226
81.133,-2.713,-5.226
81.200,-2.718,-5.240
81.233,-2.718,-5.240
81.267,-2.705,-5.253
81.300,-2.693,-5.267
81.333,-2.693,-5.267
81.367,-2.693,-5.267
81.400,-2.689,-5.277
81.433,-2.689,-5.277
81.467,-2.684,-5.291
81.500,-2.683,-5.309
81.533,-2.686,-5.323
81.567,-2.683,-5.337
81.600,-2.675,-5.352
81.633,-2.670,-5.363
81.667,-2.667,-5.365
81.700,-2.662,-5.377
81.733,-2.662,-5.377
81.767,-2.667,-5.381
81.800,-2.666,-5.390
81.833,-2.666,-5.390
81.867,-2.666,-5.390
81.900,-2.666,-3.427
81.933,-2.677,-3.623
81.967,-2.681,-3.805
82.000,-2.681,-3.805
82.033,-2.681,-3.805
82.067,-2.681,-3.970
82.100,-2.681,-3.970
82.133,-2.669,-4.113
82.167,-2.669,-4.113
82.200,-2.669,-4.113
82.267,-2.669,-4.113
82.400,-2.653,-4.235
82.433,-2.641,-4.348
82.467,-2.641,-4.348
82.500,-2.631,-4.450
82.533,-2.618,-4.546
82.567,-2.618,-4.546
82.600,-2.607,-4.627
82.633,-2.600,-4.695
82.667,-2.596,-4.759
82.700,-2.596,-4.759
82.733,-2.596,-4.759
82.767,-2.592,-4.828
106.967,-2.592,-4.828
107.000,-2.592,-4.828
107.033,-2.592,-4.828
107.067,-2.592,-4.828
107.133,-2.592,-4.828
107.167,-2.506,-4.631
107.833,-2.506,-4.631
108.133,-2.436,-4.439
108.200,-2.436,-4.439
108.300,-2.436,-4.439
108.433,-2.373,-4.250
108.467,-2.316,-4.082
108.500,-2.316,-4.082
108.567,-2.273,-3.916
108.733,-2.273,-3.916
108.800,-2.273,-3.916
108.833,-2.224,-3.773
108.933,-2.176,-3.639
108.967,-2.176,-3.639
109.000,-2.144,-3.507
109.033,-2.109,-3.392
109.067,-2.109,-3.392
109.100,-2.089,-3.280
109.133,-2.061,-3.189
109.167,-2.040,-3.104
109.200,-2.040,-3.104
109.233,-2.040,-3.104
109.267,-2.040,-3.104
109.300,-2.040,-3.104
109.333,-2.040,-3.104
109.367,-2.013,-3.034
109.400,-2.005,-2.948
109.433,-1.995,-2.886
109.467,-1.977,-2.837
109.500,-1.977,-2.837
109.533,-1.977,-2.837
109.567,-1.977,-2.837
109.600,-1.977,-2.837
109.633,-1.977,-2.837
109.667,-1.968,-2.784
109.700,-1.968,-2.784
109.733,-1.968,-2.784
109.767,-1.968,-2.784
109.800,-1.968,-2.784
109.833,-1.968,-2.784
109.900,-1.954,-2.729
109.933,-1.954,-2.729
109.967,-1.943,-2.689
110.000,-1.943,-2.689
110.033,-1.930,-2.646
110.067,-1.925,-2.612
110.100,-1.925,-2.612
110.133,-1.925,-2.612
110.167,-1.925,-2.612
110.200,-1.920,-2.574
110.233,-1.920,-2.574
110.267,-1.915,-2.534
110.300,-1.915,-2.534
110.333,-1.915,-2.534
110.367,-1.915,-2.534
110.400,-1.915,-2.534
110.433,-1.915,-2.534
110.467,-1.912,-2.497
110.500,-1.912,-2.497
110.533,-1.899,-2.462
110.567,-1.899,-2.462
110.600,-1.899,-2.462
110.633,-1.899,-2.462
110.667,-1.898,-2.431
110.700,-1.895,-2.398
110.733,-1.895,-2.398
110.767,-1.895,-2.398
110.800,-1.895,-2.398
110.833,-1.903,-2.352
110.867,-1.903,-2.352
110.900,-1.903,-2.317
110.933,-1.903,-2.288
110.967,-1.903,-2.288
111.000,-1.907,-2.260
111.033,-1.910,-2.230
111.067,-1.908,-2.206
111.100,-1.908,-2.206
111.133,-1.908,-2.206
111.167,-1.910,-2.173
111.200,-1.910,-2.173
111.233,-1.910,-2.173
111.267,-2.209,-2.156
111.300,-2.209,-2.156
111.333,-2.209,-2.156
111.367,-2.177,-2.131
111.400,-2.177,-2.131
111.433,-2.160,-2.092
111.467,-2.173,-1.999
111.500,-2.173,-1.999
111.567,-2.173,-1.999
111.600,-2.223,-1.969
111.633,-2.316,-1.852
111.667,-2.316,-1.852
111.700,-2.316,-1.852
111.733,-2.419,-1.756
111.767,-2.447,-1.752
111.800,-2.447,-1.752
111.833,-2.453,-1.750
111.867,-2.453,-1.750
111.900,-2.490,-1.739
111.933,-2.490,-1.739
111.967,-2.490,-1.739
112.000,-2.490,-1.739
112.033,-2.490,-1.739
112.067,-2.504,-1.752
112.100,-2.512,-1.780
112.133,-2.512,-1.780
112.167,-2.524,-1.803
112.200,-2.524,-1.803
112.233,-2.524,-1.803
112.267,-2.524,-1.803
112.300,-2.539,-1.830
112.333,-2.539,-1.830
112.367,-2.547,-1.857
112.400,-2.553,-1.882
112.433,-2.553,-1.882
112.467,-2.553,-1.882
112.500,-2.560,-1.901
112.533,-2.570,-1.925
112.567,-2.575,-1.947
112.600,-2.575,-1.947
112.633,-2.575,-1.947
112.667,-2.575,-1.947
112.700,-2.575,-1.947
112.733,-2.576,-1.970
112.767,-2.576,-1.970
112.800,-2.583,-1.995
112.833,-2.583,-1.995
112.867,-2.596,-2.016
112.900,-2.596,-2.016
112.933,-2.596,-2.016
112.967,-2.603,-2.045
113.000,-2.605,-2.061
113.033,-2.605,-2.061
113.067,-2.605,-2.061
113.100,-2.605,-2.061
113.133,-2.615,-2.077
113.167,-2.615,-2.077
113.200,-2.615,-2.077
113.233,-2.615,-2.077
113.267,-2.619,-2.106
113.300,-2.630,-2.136
113.333,-2.630,-2.136
113.367,-2.630,-2.136
113.400,-2.630,-2.136
113.433,-2.630,-2.136
113.467,-2.643,-2.170
113.500,-2.643,-2.170
113.533,-2.643,-2.170
113.567,-2.643,-2.170
113.600,-2.643,-2.170
113.633,-2.643,-2.170
113.667,-2.643,-2.170
113.700,-2.643,-2.170
113.733,-2.642,-2.196
113.767,-2.645,-2.223
113.800,-2.645,-2.223
113.833,-2.648,-2.239
113.867,-2.648,-2.239
113.900,-2.648,-2.239
113.933,-2.651,-2.273
113.967,-2.651,-2.273
114.000,-2.651,-2.273
114.033,-2.651,-2.273
114.067,-2.651,-2.273
114.100,-2.651,-2.273
114.133,-2.651,-2.273
114.167,-2.659,-2.295
114.200,-2.659,-2.295
114.233,-2.659,-2.295
114.267,-2.659,-2.295
114.300,-2.661,-2.323
114.333,-2.661,-2.350
114.367,-2.667,-2.377
114.400,-2.676,-2.405
114.433,-2.676,-2.405
114.467,-2.676,-2.405
114.500,-2.676,-2.435
114.533,-2.668,-2.457
114.567,-2.668,-2.457
114.600,-2.668,-2.457
114.633,-2.675,-2.473
114.667,-2.675,-2.473
114.700,-2.675,-2.473
114.733,-2.679,-2.506
114.767,-2.679,-2.506
114.800,-2.679,-2.506
114.833,-2.692,-2.535
114.867,-2.717,-2.570
114.900,-2.740,-2.608
114.933,-2.740,-2.608
114.967,-2.758,-2.660
115.000,-2.758,-2.660
115.033,-2.758,-2.660
115.067,-2.758,-2.660
115.100,-2.758,-2.660
115.133,-2.758,-2.660
115.167,-2.758,-2.660
115.200,-2.758,-2.660
115.233,-2.758,-2.660
115.267,-2.758,-2.660
115.300,-2.754,-2.680
115.333,-2.752,-2.716
115.367,-2.752,-2.716
115.400,-2.752,-2.716
115.433,-2.752,-2.716
115.467,-2.734,-2.756
115.500,-2.721,-2.782
115.533,-2.721,-2.782
115.567,-2.702,-2.798
115.600,-2.702,-2.798
115.633,-2.702,-2.798
115.667,-2.702,-2.798
115.700,-2.694,-2.824
115.733,-2.686,-2.841
115.767,-2.686,-2.841
115.800,-2.686,-2.841
115.833,-2.686,-2.841
115.867,-2.686,-2.841
115.900,-2.680,-2.850
115.933,-2.680,-2.850
115.967,-2.680,-2.850
116.000,-2.677,-2.851
116.033,-2.668,-2.861
116.067,-2.668,-2.861
116.100,-2.668,-2.861
116.133,-2.668,-2.861
116.167,-2.668,-2.861
116.200,-2.668,-2.861
116.233,-2.671,-2.856
116.267,-2.672,-2.856
116.300,-2.672,-2.856
116.333,-2.672,-2.856
116.367,-2.672,-2.856
116.400,-2.672,-2.856
116.433,-2.672,-2.856
116.467,-2.675,-2.880
116.500,-2.676,-2.917
116.533,-2.664,-2.952
116.567,-2.658,-2.958
116.600,-2.653,-2.966
116.633,-2.653,-2.966
116.667,-2.639,-2.947
116.700,-2.635,-2.922
116.733,-2.618,-2.908
116.767,-2.607,-2.887
116.800,-2.607,-2.887
116.833,-2.607,-2.887
116.867,-2.607,-2.878
116.900,-2.448,-2.878
116.933,-2.456,-2.873
116.967,-2.456,-2.873
117.000,-2.456,-2.873
117.033,-2.456,-2.873
117.067,-2.456,-2.873
117.100,-2.451,-2.849
117.133,-2.454,-2.827
117.167,-2.463,-2.815
117.200,-2.463,-2.815
117.233,-2.465,-2.815
117.267,-2.465,-2.815
117.300,-2.465,-2.815
117.333,-2.475,-2.822
117.367,-2.475,-2.822
117.400,-2.475,-2.822
117.433,-2.475,-2.822
117.467,-2.475,-2.822
117.500,-2.475,-2.822
117.533,-2.470,-2.821
117.567,-2.470,-2.829
117.600,-2.470,-2.829
117.633,-2.470,-2.829
117.667,-2.470,-2.829
117.700,-2.470,-2.829
117.733,-2.470,-2.829
117.767,-2.470,-2.829
117.800,-2.470,-2.829
117.833,-2.474,-2.846
117.867,-2.476,-2.860
117.900,-2.478,-2.872
117.933,-2.478,-2.872
117.967,-2.478,-2.872
118.000,-2.478,-2.872
118.033,-2.472,-2.892
118.067,-2.461,-2.895
118.100,-2.461,-2.895
118.133,-2.461,-2.895
118.167,-2.461,-2.890
118.200,-2.461,-2.890
118.233,-2.460,-2.894
118.267,-2.463,-2.891
118.300,-2.463,-2.891
118.333,-2.463,-2.891
118.367,-2.447,-2.904
118.400,-2.451,-2.956
118.433,-2.451,-2.956
118.467,-2.451,-2.956
118.500,-2.451,-2.956
118.533,-2.451,-2.956
118.567,-2.441,-2.964
118.600,-2.441,-2.964
118.633,-2.441,-2.964
118.667,-2.432,-2.970
118.700,-2.429,-2.976
118.733,-2.429,-2.976
118.767,-2.429,-2.976
118.800,-2.429,-2.976
118.833,-2.429,-2.976
118.867,-2.420,-2.996
118.900,-2.417,-3.005
118.933,-2.408,-3.019
118.967,-2.408,-3.019
119.000,-2.408,-3.019
119.033,-2.393,-3.041
119.067,-2.383,-3.055
119.100,-2.383,-3.055
119.133,-2.383,-3.055
119.167,-2.379,-3.066
119.200,-2.379,-3.066
119.233,-2.379,-3.066
119.267,-2.379,-3.066
119.300,-2.379,-3.066
119.333,-2.379,-3.066
119.367,-2.371,-3.083
119.400,-2.361,-3.098
119.433,-2.361,-3.098
119.467,-2.361,-3.098
119.500,-2.361,-3.098
119.533,-2.361,-3.098
119.567,-2.346,-3.125
119.600,-2.330,-3.147
119.633,-2.330,-3.147
119.667,-2.319,-3.165
119.700,-2.319,-3.165
119.733,-2.319,-3.165
119.767,-2.319,-3.165
119.800,-2.319,-3.165
119.833,-2.319,-3.165
119.867,-2.319,-3.165
119.900,-2.319,-3.165
119.933,-2.319,-3.165
119.967,-2.319,-3.165
120.000,-2.319,-3.165
120.033,-2.319,-3.165
120.067,-2.319,-3.165
120.100,-2.293,-3.174
120.133,-2.293,-3.174
120.167,-2.270,-3.178
120.200,-2.252,-3.184
120.233,-2.252,-3.184
120.267,-2.252,-3.184
120.300,-2.238,-3.181
120.333,-2.238,-3.181
120.367,-2.242,-3.164
120.400,-2.287,-3.098
120.433,-2.287,-3.098
120.467,-2.255,-3.101
120.500,-2.223,-3.101
120.533,-2.201,-3.095
120.567,-2.201,-3.095
120.600,-2.201,-3.095
120.633,-2.201,-3.095
120.667,-2.201,-3.095
120.700,-2.201,-3.095
120.733,-2.201,-3.095
120.767,-2.201,-3.095
120.800,-2.201,-3.095
120.833,-2.167,-3.103
120.867,-2.167,-3.103
120.900,-2.167,-3.103
120.967,-2.136,-3.103
121.167,-2.136,-3.103
121.200,-2.136,-3.103
121.233,-2.136,-3.103
121.267,-2.136,-3.103
121.300,-2.097,-3.066
121.333,-2.065,-3.023
121.400,-2.065,-3.023
121.433,-2.065,-3.023
121.467,-2.065,-3.023
121.533,-2.065,-3.023
121.567,-2.065,-3.023
121.600,-2.065,-3.023
121.667,-2.065,-3.023
121.700,-2.041,-2.981
121.733,-2.041,-2.981
121.767,-2.041,-2.981
121.800,-2.041,-2.981
121.833,-2.008,-2.944
121.867,-2.008,-2.944
121.900,-2.008,-2.944
121.933,-1.996,-2.899
121.967,-1.972,-2.861
122.000,-1.955,-2.836
122.033,-1.955,-2.836
122.067,-1.955,-2.836
122.100,-1.955,-2.836
122.133,-1.955,-2.836
122.167,-1.944,-2.824
122.200,-1.944,-2.824
122.267,-1.944,-2.824
122.467,-1.931,-2.817
122.667,-1.931,-2.817
122.700,-1.931,-2.837
122.767,-1.931,-2.837
122.800,-1.931,-2.838
122.833,-1.931,-2.838
122.867,-1.923,-2.850
122.900,-1.916,-2.852
123.600,-1.917,-2.872
123.633,-1.917,-2.872
123.800,-1.919,-2.878
123.833,-1.921,-2.888
123.900,-1.921,-2.888
124.067,-1.928,-2.889
124.133,-1.928,-2.889
124.167,-1.920,-2.878
124.233,-1.920,-2.878
124.267,-1.920,-2.878
124.300,-1.920,-2.878
124.333,-1.920,-2.878
124.400,-1.921,-2.875
124.433,-1.921,-2.875
124.467,-1.915,-2.880
124.500,-1.915,-2.880
124.567,-1.912,-2.872
124.600,-1.912,-2.872
124.633,-1.912,-2.872
124.667,-1.912,-2.872
124.700,-1.912,-2.872
124.733,-1.912,-2.872
124.767,-1.912,-2.872
124.800,-1.904,-2.840
124.833,-1.904,-2.840
124.867,-1.902,-2.817
124.900,-1.902,-2.817
124.933,-1.902,-2.817
124.967,-1.901,-2.799
125.000,-1.902,-2.790
125.033,-1.907,-2.778
125.067,-1.907,-2.778
125.100,-1.907,-2.778
125.133,-1.907,-2.778
125.200,-1.907,-2.778
125.233,-1.900,-2.787
125.367,-1.900,-2.787
125.500,-1.900,-2.787
125.533,-1.900,-2.787
125.867,-1.900,-2.771
125.967,-1.894,-2.756
126.000,-1.894,-2.756
126.167,-1.891,-2.727
126.200,-1.885,-2.705
126.233,-1.885,-2.705
126.267,-1.885,-2.705
126.400,-1.877,-2.691
126.433,-1.877,-2.691
126.467,-1.877,-2.691
126.500,-1.870,-2.664
126.533,-1.870,-2.664
126.567,-1.870,-2.664
126.600,-1.870,-2.664
126.633,-1.870,-2.664
126.667,-1.864,-2.659
126.700,-1.854,-2.653
126.733,-1.854,-2.653
126.767,-1.854,-2.653
126.800,-1.854,-2.653
126.833,-1.854,-2.653
126.867,-1.854,-2.653
126.900,-1.854,-2.657
126.933,-1.852,-2.668
126.967,-1.864,-2.677
127.000,-1.864,-2.677
127.033,-1.870,-2.691
127.067,-1.870,-2.691
127.100,-1.870,-2.691
127.133,-1.882,-2.697
127.167,-1.882,-2.697
127.200,-1.882,-2.697
127.233,-1.886,-2.709
127.267,-1.886,-2.709
127.300,-1.886,-2.709
127.333,-1.886,-2.709
127.400,-1.881,-2.733
127.433,-1.877,-2.750
127.467,-1.877,-2.750
127.533,-1.877,-2.750
127.567,-1.877,-2.750
127.600,-1.877,-2.750
127.633,-1.872,-2.765
127.667,-1.869,-2.778
127.733,-1.869,-2.790
127.767,-1.869,-2.790
127.800,-1.872,-2.801
127.867,-1.872,-2.801
127.900,-1.872,-2.801
128.000,-1.872,-2.801
128.100,-1.859,-2.798
128.167,-1.859,-2.798
128.367,-1.858,-2.811
128.433,-1.858,-2.811
129.600,-1.858,-2.811
129.767,-1.858,-2.811
129.800,-1.858,-2.811
129.833,-1.858,-2.811
129.867,-1.865,-2.867
129.900,-1.865,-2.867
129.933,-1.865,-2.867
129.967,-1.865,-2.867
130.000,-1.865,-2.867
130.033,-1.872,-2.920
130.067,-1.872,-2.920
130.100,-1.872,-2.920
130.133,-1.872,-2.920
130.167,-1.879,-2.959
130.200,-1.879,-2.959
130.233,-1.879,-2.959
130.267,-1.881,-3.006
130.300,-1.881,-3.006
130.333,-1.881,-3.006
130.367,-1.881,-3.006
130.400,-1.881,-3.006
130.433,-1.890,-3.054
130.467,-1.890,-3.054
130.500,-1.885,-3.097
130.533,-1.885,-3.097
130.567,-1.884,-3.135
130.700,-1.884,-3.135
130.733,-1.884,-3.135
130.767,-1.884,-3.135
130.833,-1.884,-3.135
130.867,-1.884,-3.135
130.900,-1.891,-3.194
130.933,-1.891,-3.194
131.000,-1.883,-3.227
131.067,-1.883,-3.227
131.100,-1.883,-3.227
131.133,-1.883,-3.227
131.167,-1.886,-3.258
131.200,-1.875,-3.295
131.233,-1.875,-3.295
131.267,-1.875,-3.295
131.300,-1.889,-3.341
131.333,-1.903,-3.395
131.367,-1.915,-3.443
131.400,-1.915,-3.443
131.433,-1.915,-3.443
131.467,-1.915,-3.443
131.500,-1.915,-3.443
131.533,-1.915,-3.443
131.633,-1.915,-3.443
131.700,-1.915,-3.443
131.733,-1.915,-3.443
131.767,-1.915,-3.443
131.800,-1.915,-3.443
131.833,-1.922,-3.483
131.867,-1.922,-3.483
131.900,-1.922,-3.483
132.000,-1.922,-3.483
132.033,-1.922,-3.483
132.067,-1.928,-3.525
132.100,-1.928,-3.525
132.133,-1.932,-3.536
132.200,-1.932,-3.536
132.333,-1.921,-3.540
132.367,-1.921,-3.540
132.400,-1.921,-3.540
132.433,-1.921,-3.540
132.467,-1.921,-3.540
132.500,-1.917,-3.571
132.533,-1.921,-3.599
132.567,-1.922,-3.626
132.600,-1.922,-3.626
132.633,-1.922,-3.626
132.667,-1.922,-3.626
132.700,-1.915,-3.610
132.733,-1.896,-3.623
132.767,-1.896,-3.623
132.800,-1.896,-3.623
132.833,-1.880,-3.641
132.867,-1.863,-3.651
132.900,-1.863,-3.651
132.933,-1.853,-3.651
132.967,-1.853,-3.651
133.000,-1.847,-3.652
133.033,-1.847,-3.652
133.067,-1.837,-3.656
133.100,-1.837,-3.656
133.133,-1.837,-3.656
133.167,-1.837,-3.656
133.200,-1.837,-3.656
133.233,-1.814,-3.664
133.267,-1.814,-3.664
133.333,-1.814,-3.664
133.367,-1.727,-3.714
142.433,-1.727,-3.714
